Enrollment Number,Year,Stream,pass/fail,midsem1.TOC,midsem1.DBMS,midsem1.OS,midsem1.Software Engineering,midsem1.Neural Networks and Deep Learning,midsem1.ESP,midsem1.SDP,midsem2.TOC,midsem2.DBMS,midsem2.OS,midsem2.Software Engineering,midsem2.Neural Networks and Deep Learning,midsem2.ESP,midsem2.SDP,midsem1lab.DBMS,midsem1lab.OS,midsem1lab.Software Engineering,midsem2lab.DBMS,midsem2lab.OS,midsem2lab.Software Engineering,internal_marks.TOC,internal_marks.DBMS,internal_marks.OS,internal_marks.Software Engineering,internal_marks.Neural Networks and Deep Learning,internal_marks.ESP,internal_marks.SDP,lab_final.DBMS,lab_final.OS,lab_final.Software Engineering,final_theory.TOC,final_theory.DBMS,final_theory.OS,final_theory.Software Engineering,final_theory.Neural Networks and Deep Learning,final_theory.ESP,final_theory.SDP
1602,3rd,CSE(AIML),Fail,27.0,17.0,6.0,14.0,17.0,24.0,13.0,20.0,12.0,27.0,19.0,,12.0,14.0,16.0,27.0,1.0,13.0,10.0,9.0,14.0,6.0,41.0,45.0,48.0,33.0,19.0,60.0,31.0,27.0,13.0,43.0,2.0,,49.0,52.0,0.0
1603,3rd,CSEIOTCSBT,Pass,22.0,7.0,16.0,21.0,23.0,17.0,11.0,14.0,18.0,7.0,13.0,9.0,25.0,1.0,9.0,25.0,7.0,9.0,3.0,15.0,4.0,4.0,48.0,0.0,38.0,43.0,36.0,20.0,115.0,96.0,68.0,75.0,80.0,68.0,34.0,47.0,19.0
1604,3rd,CSEIOT,Pass,11.0,9.0,12.0,26.0,17.0,3.0,2.0,17.0,7.0,13.0,,53.0,9.0,20.0,0.0,19.0,2.0,1.0,26.0,17.0,34.0,29.0,49.0,49.0,27.0,48.0,20.0,18.0,40.0,10.0,87.0,69.0,59.0,19.0,55.0,10.0,20.0
1605,3rd,CSEAI,Pass,5.0,12.0,4.0,16.0,1.0,30.0,12.0,7.0,13.0,11.0,22.0,27.0,6.0,21.0,0.0,4.0,21.0,28.0,26.0,21.0,6.0,17.0,29.0,25.0,46.0,23.0,3.0,40.0,29.0,36.0,73.0,73.0,40.0,22.0,39.0,72.0,76.0
1606,3rd,CSEIOTCSBT,Pass,4.0,5.0,12.0,8.0,11.0,30.0,21.0,16.0,24.0,25.0,17.0,28.0,5.0,17.0,10.0,28.0,0.0,6.0,18.0,27.0,5.0,26.0,36.0,21.0,36.0,25.0,12.0,78.0,52.0,73.0,91.0,3.0,66.0,18.0,52.0,7.0,36.0
1607,3rd,CSEIOTCSBT,Pass,20.0,12.0,25.0,14.0,13.0,5.0,4.0,20.0,8.0,21.0,22.0,24.0,20.0,26.0,14.0,27.0,21.0,26.0,9.0,4.0,31.0,42.0,32.0,48.0,10.0,33.0,26.0,44.0,62.0,73.0,62.0,9.0,79.0,71.0,54.0,74.0,64.0
1608,3rd,CSEIOTCSBT,Fail,4.0,5.0,19.0,24.0,22.0,10.0,24.0,28.0,12.0,2.0,30.0,8.0,19.0,13.0,19.0,15.0,27.0,26.0,29.0,4.0,19.0,17.0,45.0,34.0,28.0,2.0,39.0,37.0,20.0,1.0,6.0,10.0,21.0,1.0,11.0,43.0,93.0
1609,3rd,CSE,Fail,22.0,24.0,13.0,20.0,2.0,27.0,18.0,5.0,0.0,4.0,15.0,19.0,22.0,30.0,14.0,18.0,26.0,15.0,23.0,28.0,34.0,2.0,0.0,31.0,15.0,2.0,31.0,28.0,35.0,46.0,60.0,91.0,5.0,25.0,,28.0,83.0
1610,3rd,CSBS,Pass,29.0,26.0,26.0,19.0,10.0,15.0,26.0,29.0,28.0,7.0,3.0,28.0,5.0,9.0,0.0,11.0,30.0,23.0,9.0,5.0,5.0,38.0,34.0,47.0,3.0,22.0,29.0,48.0,99.0,45.0,,96.0,83.0,13.0,97.0,82.0,20.0
1611,3rd,CSE,Pass,10.0,2.0,29.0,29.0,11.0,13.0,18.0,4.0,1.0,24.0,3.0,13.0,29.0,18.0,23.0,26.0,29.0,17.0,17.0,21.0,45.0,23.0,21.0,31.0,19.0,30.0,41.0,6.0,58.0,86.0,63.0,66.0,20.0,18.0,80.0,18.0,51.0
1612,3rd,CSEAI,Fail,8.0,10.0,6.0,12.0,20.0,17.0,5.0,1.0,10.0,9.0,14.0,15.0,3.0,6.0,11.0,0.0,21.0,23.0,20.0,15.0,49.0,5.0,32.0,28.0,19.0,48.0,15.0,7.0,28.0,68.0,18.0,31.0,103.0,62.0,47.0,15.0,52.0
1613,3rd,CSEIOTCSBT,Pass,5.0,24.0,10.0,29.0,14.0,18.0,15.0,28.0,21.0,23.0,16.0,13.0,25.0,8.0,19.0,11.0,21.0,18.0,2.0,18.0,26.0,22.0,33.0,23.0,42.0,47.0,21.0,27.0,8.0,93.0,91.0,22.0,87.0,36.0,32.0,52.0,55.0
1614,3rd,CSE,Pass,5.0,14.0,19.0,5.0,21.0,19.0,4.0,17.0,30.0,22.0,25.0,10.0,12.0,12.0,8.0,12.0,3.0,21.0,23.0,4.0,38.0,34.0,48.0,16.0,26.0,10.0,33.0,43.0,91.0,40.0,75.0,75.0,99.0,65.0,43.0,31.0,29.0
1615,3rd,CSE,Fail,8.0,29.0,5.0,8.0,7.0,5.0,3.0,28.0,10.0,29.0,9.0,30.0,5.0,45.0,9.0,1.0,30.0,4.0,10.0,26.0,5.0,8.0,45.0,0.0,1.0,27.0,6.0,94.0,37.0,46.0,35.0,21.0,5.0,3.0,81.0,5.0,97.0
1616,3rd,CSEIOT,Pass,9.0,8.0,15.0,9.0,20.0,2.0,4.0,6.0,19.0,9.0,2.0,24.0,17.0,25.0,29.0,14.0,22.0,21.0,2.0,11.0,6.0,45.0,4.0,47.0,37.0,23.0,37.0,61.0,26.0,39.0,1.0,100.0,28.0,36.0,71.0,92.0,1.0
1617,3rd,CSEIOT,Pass,15.0,2.0,2.0,1.0,23.0,25.0,6.0,18.0,20.0,17.0,13.0,20.0,4.0,25.0,,4.0,19.0,0.0,23.0,4.0,29.0,21.0,28.0,2.0,40.0,14.0,0.0,64.0,45.0,80.0,82.0,99.0,84.0,31.0,78.0,4.0,93.0
1618,3rd,CSEIOTCSBT,Pass,24.0,29.0,16.0,1.0,19.0,28.0,24.0,7.0,9.0,30.0,16.0,5.0,30.0,11.0,11.0,8.0,1.0,14.0,27.0,4.0,20.0,41.0,48.0,21.0,14.0,9.0,37.0,65.0,63.0,51.0,81.0,90.0,43.0,99.0,51.0,41.0,80.0
1619,3rd,CSEIOT,Pass,13.0,25.0,3.0,27.0,58.0,25.0,27.0,9.0,5.0,29.0,18.0,1.0,26.0,17.0,25.0,27.0,16.0,15.0,12.0,23.0,16.0,42.0,27.0,27.0,35.0,10.0,26.0,31.0,64.0,30.0,5.0,72.0,46.0,38.0,60.0,40.0,97.0
1620,3rd,CSEAI,Fail,21.0,21.0,10.0,14.0,21.0,26.0,26.0,12.0,15.0,26.0,1.0,18.0,13.0,2.0,21.0,22.0,10.0,0.0,26.0,11.0,34.0,14.0,18.0,19.0,21.0,19.0,49.0,73.0,45.0,55.0,87.0,29.0,5.0,71.0,2.0,4.0,13.0
1621,3rd,CSEIOT,Pass,19.0,25.0,18.0,24.0,18.0,1.0,21.0,17.0,1.0,24.0,16.0,26.0,25.0,16.0,29.0,15.0,6.0,20.0,3.0,1.0,7.0,50.0,12.0,48.0,39.0,41.0,40.0,36.0,22.0,56.0,33.0,65.0,0.0,74.0,58.0,73.0,57.0
1622,3rd,CSBS,Pass,27.0,22.0,30.0,12.0,20.0,3.0,10.0,10.0,28.0,23.0,1.0,5.0,24.0,1.0,21.0,5.0,1.0,17.0,23.0,4.0,35.0,14.0,39.0,35.0,14.0,11.0,10.0,49.0,,84.0,48.0,39.0,65.0,33.0,80.0,80.0,5.0
1623,3rd,CSEIOTCSBT,Pass,13.0,3.0,12.0,20.0,18.0,27.0,16.0,1.0,21.0,8.0,7.0,14.0,16.0,15.0,8.0,13.0,28.0,7.0,11.0,10.0,20.0,43.0,23.0,9.0,24.0,13.0,46.0,94.0,51.0,67.0,76.0,69.0,20.0,21.0,64.0,69.0,55.0
1624,3rd,CSE,Pass,5.0,26.0,18.0,13.0,11.0,0.0,18.0,10.0,25.0,21.0,10.0,10.0,28.0,10.0,21.0,30.0,23.0,22.0,29.0,28.0,16.0,46.0,39.0,28.0,14.0,2.0,44.0,30.0,54.0,95.0,11.0,118.0,81.0,11.0,46.0,81.0,21.0
1625,3rd,CSEIOTCSBT,Pass,5.0,1.0,12.0,23.0,2.0,18.0,15.0,10.0,21.0,22.0,14.0,17.0,11.0,4.0,7.0,3.0,17.0,19.0,29.0,7.0,48.0,15.0,37.0,29.0,15.0,7.0,50.0,67.0,88.0,84.0,10.0,61.0,6.0,19.0,78.0,58.0,30.0
1626,3rd,CSBS,Pass,15.0,11.0,16.0,3.0,22.0,11.0,3.0,22.0,17.0,4.0,26.0,23.0,9.0,16.0,27.0,20.0,13.0,25.0,0.0,25.0,6.0,36.0,46.0,49.0,4.0,36.0,25.0,58.0,58.0,26.0,63.0,82.0,,88.0,60.0,44.0,95.0
1627,3rd,CSE(AIML),Pass,19.0,25.0,19.0,22.0,7.0,20.0,9.0,26.0,15.0,7.0,9.0,10.0,2.0,25.0,25.0,9.0,24.0,6.0,13.0,4.0,44.0,19.0,11.0,1.0,43.0,15.0,13.0,91.0,21.0,60.0,74.0,25.0,68.0,55.0,18.0,62.0,72.0
1628,3rd,CSEIOTCSBT,Fail,12.0,13.0,19.0,18.0,6.0,22.0,6.0,9.0,21.0,6.0,6.0,3.0,2.0,22.0,12.0,11.0,0.0,10.0,5.0,29.0,4.0,20.0,24.0,48.0,1.0,16.0,29.0,70.0,61.0,21.0,1.0,83.0,3.0,54.0,49.0,65.0,52.0
1629,3rd,CSEIOTCSBT,Pass,23.0,27.0,20.0,13.0,2.0,18.0,17.0,27.0,,27.0,4.0,4.0,2.0,25.0,10.0,8.0,24.0,12.0,29.0,13.0,8.0,3.0,29.0,5.0,29.0,12.0,48.0,95.0,92.0,76.0,24.0,57.0,98.0,5.0,27.0,89.0,64.0
1630,3rd,CSEIOT,Pass,23.0,14.0,9.0,5.0,15.0,7.0,5.0,18.0,27.0,27.0,0.0,23.0,7.0,11.0,0.0,20.0,21.0,3.0,14.0,30.0,16.0,17.0,12.0,24.0,46.0,40.0,5.0,8.0,21.0,76.0,52.0,65.0,0.0,87.0,92.0,95.0,63.0
1631,3rd,CSEAI,Pass,16.0,12.0,18.0,23.0,13.0,25.0,14.0,29.0,25.0,12.0,19.0,8.0,26.0,6.0,14.0,16.0,24.0,0.0,14.0,0.0,7.0,25.0,27.0,12.0,21.0,14.0,25.0,0.0,54.0,96.0,69.0,81.0,43.0,62.0,52.0,1.0,17.0
1632,3rd,CSEIOTCSBT,Pass,23.0,12.0,22.0,13.0,28.0,27.0,18.0,3.0,9.0,0.0,14.0,23.0,29.0,9.0,6.0,19.0,28.0,21.0,18.0,30.0,14.0,45.0,2.0,19.0,40.0,42.0,29.0,45.0,51.0,96.0,100.0,73.0,32.0,,83.0,3.0,93.0
1633,3rd,CSE,Pass,30.0,9.0,26.0,18.0,16.0,13.0,4.0,16.0,20.0,16.0,16.0,25.0,21.0,24.0,13.0,17.0,21.0,9.0,13.0,18.0,2.0,12.0,9.0,14.0,34.0,29.0,36.0,7.0,6.0,50.0,51.0,77.0,82.0,49.0,82.0,79.0,73.0
1634,3rd,CSE,Pass,30.0,27.0,15.0,3.0,24.0,13.0,23.0,19.0,23.0,15.0,1.0,19.0,15.0,20.0,1.0,15.0,27.0,1.0,18.0,25.0,7.0,10.0,14.0,27.0,27.0,8.0,18.0,93.0,35.0,14.0,76.0,21.0,17.0,10.0,61.0,67.0,90.0
1635,3rd,CSEIOTCSBT,Fail,27.0,7.0,14.0,5.0,27.0,25.0,6.0,24.0,23.0,19.0,20.0,3.0,19.0,15.0,6.0,15.0,23.0,27.0,9.0,4.0,33.0,46.0,35.0,11.0,20.0,,11.0,22.0,21.0,52.0,58.0,45.0,7.0,15.0,83.0,86.0,13.0
1636,3rd,CSEIOTCSBT,Pass,17.0,26.0,23.0,21.0,22.0,0.0,6.0,15.0,4.0,25.0,16.0,13.0,2.0,19.0,9.0,4.0,23.0,0.0,14.0,18.0,38.0,50.0,28.0,50.0,45.0,5.0,27.0,34.0,56.0,40.0,81.0,28.0,57.0,3.0,7.0,94.0,32.0
1637,3rd,CSEIOT,Fail,25.0,5.0,13.0,10.0,2.0,0.0,2.0,2.0,18.0,14.0,6.0,20.0,15.0,4.0,5.0,21.0,7.0,11.0,20.0,29.0,18.0,10.0,21.0,7.0,2.0,10.0,0.0,71.0,6.0,86.0,13.0,93.0,48.0,13.0,39.0,89.0,40.0
1638,3rd,CSBS,Pass,6.0,1.0,5.0,3.0,6.0,30.0,29.0,13.0,30.0,26.0,9.0,26.0,14.0,12.0,23.0,30.0,9.0,5.0,3.0,26.0,15.0,30.0,46.0,28.0,37.0,12.0,50.0,5.0,25.0,63.0,72.0,4.0,84.0,79.0,64.0,3.0,19.0
1639,3rd,CSE(AIML),Fail,25.0,25.0,22.0,4.0,23.0,20.0,25.0,14.0,26.0,23.0,24.0,10.0,5.0,12.0,14.0,11.0,17.0,6.0,12.0,1.0,14.0,6.0,2.0,39.0,5.0,39.0,18.0,20.0,38.0,93.0,14.0,65.0,3.0,29.0,54.0,27.0,77.0
1640,3rd,CSEIOT,Pass,11.0,15.0,15.0,19.0,17.0,21.0,24.0,15.0,17.0,23.0,14.0,11.0,25.0,9.0,5.0,21.0,25.0,29.0,27.0,23.0,27.0,5.0,22.0,16.0,11.0,44.0,44.0,3.0,55.0,69.0,96.0,8.0,78.0,1.0,21.0,37.0,84.0
1641,3rd,CSE,Pass,5.0,0.0,5.0,14.0,3.0,28.0,20.0,8.0,26.0,3.0,22.0,15.0,24.0,27.0,10.0,20.0,26.0,13.0,13.0,5.0,0.0,8.0,4.0,21.0,10.0,21.0,26.0,21.0,83.0,81.0,38.0,70.0,93.0,66.0,77.0,5.0,26.0
1642,3rd,CSEIOT,Fail,25.0,25.0,2.0,15.0,21.0,15.0,6.0,12.0,11.0,13.0,18.0,13.0,9.0,4.0,10.0,29.0,28.0,18.0,30.0,12.0,8.0,4.0,16.0,8.0,27.0,28.0,6.0,26.0,60.0,93.0,4.0,74.0,16.0,,51.0,40.0,75.0
1643,3rd,CSE,Pass,8.0,0.0,10.0,30.0,9.0,4.0,21.0,19.0,28.0,1.0,10.0,27.0,29.0,2.0,15.0,9.0,5.0,5.0,1.0,0.0,20.0,9.0,8.0,24.0,27.0,22.0,31.0,79.0,91.0,70.0,62.0,43.0,85.0,38.0,76.0,92.0,98.0
1644,3rd,CSEAI,Pass,16.0,20.0,2.0,17.0,22.0,1.0,22.0,8.0,18.0,19.0,6.0,1.0,29.0,2.0,25.0,11.0,16.0,10.0,11.0,5.0,12.0,10.0,22.0,46.0,18.0,17.0,14.0,45.0,74.0,82.0,50.0,82.0,75.0,6.0,74.0,11.0,14.0
1645,3rd,CSE,Pass,11.0,0.0,25.0,16.0,3.0,22.0,9.0,5.0,14.0,14.0,18.0,28.0,19.0,28.0,34.0,6.0,2.0,16.0,18.0,16.0,47.0,8.0,43.0,50.0,41.0,8.0,36.0,21.0,48.0,96.0,50.0,11.0,11.0,31.0,47.0,51.0,65.0
1646,3rd,CSE(AIML),Pass,17.0,,11.0,15.0,1.0,23.0,15.0,26.0,24.0,14.0,5.0,9.0,23.0,25.0,0.0,27.0,7.0,23.0,23.0,0.0,24.0,21.0,0.0,6.0,39.0,16.0,19.0,45.0,46.0,66.0,50.0,42.0,86.0,47.0,49.0,82.0,88.0
1647,3rd,CSE,Pass,5.0,30.0,1.0,30.0,6.0,27.0,11.0,19.0,16.0,14.0,30.0,30.0,17.0,8.0,2.0,4.0,25.0,22.0,27.0,30.0,20.0,10.0,46.0,10.0,46.0,40.0,43.0,90.0,74.0,71.0,56.0,97.0,72.0,70.0,24.0,41.0,20.0
1648,3rd,CSEIOTCSBT,Pass,12.0,0.0,6.0,7.0,3.0,1.0,21.0,7.0,6.0,22.0,20.0,10.0,22.0,13.0,15.0,5.0,14.0,14.0,9.0,21.0,47.0,43.0,32.0,1.0,1.0,46.0,40.0,0.0,18.0,48.0,25.0,60.0,67.0,15.0,59.0,90.0,87.0
1649,3rd,CSE(AIML),Pass,15.0,17.0,13.0,17.0,30.0,29.0,28.0,14.0,8.0,12.0,3.0,20.0,17.0,16.0,17.0,20.0,15.0,14.0,26.0,9.0,32.0,33.0,44.0,38.0,46.0,,26.0,2.0,7.0,37.0,38.0,64.0,78.0,27.0,100.0,58.0,80.0
1650,3rd,CSE(AIML),Fail,21.0,1.0,19.0,9.0,14.0,5.0,10.0,6.0,9.0,14.0,25.0,17.0,26.0,26.0,15.0,26.0,22.0,15.0,20.0,0.0,2.0,28.0,46.0,40.0,31.0,17.0,19.0,21.0,24.0,14.0,55.0,50.0,74.0,9.0,69.0,2.0,12.0
1651,3rd,CSBS,Pass,12.0,19.0,28.0,15.0,13.0,27.0,8.0,28.0,28.0,18.0,15.0,22.0,16.0,5.0,20.0,25.0,0.0,8.0,21.0,6.0,46.0,45.0,48.0,16.0,18.0,45.0,34.0,27.0,127.0,32.0,21.0,44.0,83.0,34.0,12.0,42.0,
1652,3rd,CSE,Fail,2.0,11.0,25.0,4.0,13.0,11.0,27.0,21.0,7.0,5.0,24.0,15.0,15.0,9.0,15.0,12.0,7.0,15.0,8.0,6.0,3.0,,10.0,21.0,27.0,34.0,47.0,85.0,19.0,28.0,23.0,37.0,75.0,67.0,68.0,57.0,0.0
1653,3rd,CSBS,Pass,23.0,3.0,26.0,30.0,14.0,15.0,22.0,27.0,22.0,21.0,4.0,24.0,3.0,19.0,22.0,20.0,17.0,10.0,20.0,25.0,18.0,12.0,6.0,45.0,31.0,35.0,28.0,80.0,13.0,99.0,26.0,38.0,34.0,8.0,79.0,1.0,57.0
1654,3rd,CSEIOTCSBT,Pass,9.0,17.0,26.0,22.0,24.0,1.0,13.0,12.0,22.0,14.0,28.0,6.0,0.0,17.0,12.0,6.0,20.0,14.0,13.0,29.0,38.0,10.0,49.0,20.0,31.0,30.0,23.0,44.0,76.0,89.0,60.0,52.0,8.0,9.0,70.0,91.0,67.0
1655,3rd,CSEAI,Fail,0.0,28.0,23.0,0.0,2.0,2.0,24.0,9.0,10.0,3.0,15.0,29.0,12.0,11.0,10.0,14.0,5.0,20.0,20.0,3.0,35.0,15.0,42.0,18.0,36.0,27.0,3.0,86.0,32.0,63.0,14.0,24.0,24.0,76.0,83.0,12.0,27.0
1656,3rd,CSEAI,Pass,10.0,11.0,7.0,29.0,14.0,4.0,30.0,13.0,30.0,26.0,18.0,30.0,7.0,12.0,16.0,18.0,19.0,26.0,10.0,17.0,5.0,12.0,37.0,30.0,34.0,40.0,38.0,97.0,35.0,35.0,40.0,86.0,18.0,54.0,79.0,30.0,17.0
1657,3rd,CSEIOT,Pass,21.0,6.0,30.0,18.0,5.0,14.0,14.0,19.0,2.0,23.0,3.0,9.0,19.0,19.0,29.0,2.0,3.0,28.0,2.0,22.0,37.0,27.0,27.0,26.0,25.0,21.0,4.0,52.0,76.0,33.0,13.0,73.0,46.0,74.0,66.0,91.0,63.0
1658,3rd,CSEIOT,Fail,3.0,18.0,5.0,26.0,7.0,15.0,15.0,12.0,29.0,28.0,8.0,1.0,20.0,1.0,21.0,25.0,0.0,6.0,26.0,23.0,31.0,4.0,14.0,50.0,10.0,28.0,33.0,0.0,63.0,86.0,35.0,24.0,64.0,57.0,16.0,25.0,5.0
1659,3rd,CSBS,Pass,28.0,8.0,10.0,11.0,16.0,26.0,3.0,15.0,2.0,1.0,23.0,15.0,15.0,28.0,30.0,18.0,7.0,15.0,5.0,16.0,32.0,31.0,11.0,15.0,7.0,45.0,26.0,6.0,78.0,50.0,6.0,35.0,97.0,85.0,6.0,79.0,112.0
1660,3rd,CSEAI,Fail,17.0,0.0,14.0,19.0,10.0,11.0,29.0,7.0,6.0,12.0,11.0,23.0,28.0,21.0,15.0,12.0,,2.0,26.0,9.0,30.0,14.0,30.0,10.0,2.0,7.0,42.0,35.0,69.0,51.0,71.0,2.0,23.0,41.0,67.0,67.0,36.0
1661,3rd,CSEAI,Fail,11.0,23.0,6.0,1.0,25.0,6.0,3.0,29.0,15.0,5.0,9.0,22.0,30.0,29.0,14.0,0.0,27.0,18.0,28.0,24.0,2.0,26.0,4.0,23.0,22.0,12.0,40.0,22.0,44.0,28.0,4.0,9.0,12.0,65.0,13.0,61.0,84.0
1662,3rd,CSEAI,Pass,12.0,30.0,3.0,27.0,15.0,30.0,23.0,22.0,20.0,20.0,7.0,19.0,9.0,27.0,18.0,25.0,23.0,4.0,2.0,25.0,4.0,11.0,1.0,1.0,50.0,1.0,4.0,,62.0,68.0,32.0,24.0,55.0,95.0,77.0,17.0,83.0
1663,3rd,CSE,Pass,3.0,5.0,25.0,14.0,22.0,7.0,25.0,24.0,9.0,26.0,2.0,16.0,17.0,15.0,30.0,3.0,12.0,13.0,,29.0,24.0,13.0,17.0,26.0,11.0,38.0,25.0,83.0,68.0,34.0,58.0,97.0,70.0,16.0,85.0,38.0,1.0
1664,3rd,CSEAI,Pass,4.0,3.0,24.0,28.0,20.0,20.0,11.0,20.0,14.0,14.0,18.0,1.0,12.0,0.0,22.0,28.0,30.0,3.0,,19.0,9.0,36.0,44.0,75.0,48.0,50.0,7.0,97.0,96.0,51.0,41.0,80.0,47.0,95.0,67.0,99.0,60.0
1665,3rd,CSEIOT,Pass,19.0,22.0,8.0,2.0,9.0,4.0,21.0,14.0,13.0,9.0,6.0,25.0,19.0,6.0,6.0,24.0,18.0,2.0,19.0,12.0,34.0,9.0,11.0,30.0,47.0,29.0,45.0,77.0,86.0,36.0,65.0,63.0,96.0,17.0,98.0,57.0,23.0
1666,3rd,CSBS,Pass,1.0,14.0,16.0,4.0,17.0,5.0,3.0,18.0,11.0,28.0,26.0,15.0,16.0,2.0,17.0,3.0,9.0,17.0,25.0,21.0,13.0,34.0,10.0,17.0,12.0,,40.0,20.0,97.0,39.0,85.0,71.0,49.0,41.0,42.0,32.0,76.0
1667,3rd,CSE(AIML),Pass,29.0,18.0,5.0,8.0,28.0,21.0,1.0,0.0,9.0,29.0,25.0,21.0,14.0,1.0,0.0,2.0,24.0,4.0,16.0,20.0,19.0,18.0,35.0,50.0,29.0,26.0,8.0,7.0,17.0,80.0,91.0,54.0,84.0,62.0,100.0,97.0,57.0
1668,3rd,CSE(AIML),Pass,21.0,17.0,28.0,18.0,0.0,,22.0,27.0,18.0,27.0,19.0,16.0,4.0,10.0,22.0,25.0,9.0,26.0,6.0,22.0,0.0,8.0,45.0,44.0,22.0,22.0,15.0,29.0,94.0,79.0,25.0,7.0,93.0,95.0,56.0,5.0,68.0
1669,3rd,CSEIOTCSBT,Pass,5.0,29.0,19.0,4.0,24.0,11.0,8.0,20.0,4.0,27.0,20.0,12.0,29.0,24.0,14.0,10.0,24.0,23.0,22.0,15.0,45.0,27.0,20.0,22.0,37.0,42.0,44.0,31.0,70.0,99.0,94.0,32.0,127.0,72.0,4.0,73.0,0.0
1670,3rd,CSE(AIML),Pass,1.0,25.0,9.0,26.0,11.0,13.0,14.0,30.0,4.0,21.0,12.0,21.0,16.0,4.0,30.0,9.0,7.0,29.0,6.0,4.0,7.0,29.0,36.0,28.0,45.0,17.0,9.0,81.0,4.0,29.0,31.0,63.0,72.0,46.0,79.0,82.0,59.0
1671,3rd,CSEIOTCSBT,Pass,5.0,2.0,28.0,13.0,23.0,,29.0,12.0,22.0,30.0,10.0,9.0,5.0,29.0,1.0,22.0,18.0,16.0,21.0,30.0,15.0,47.0,3.0,12.0,35.0,48.0,42.0,65.0,46.0,26.0,85.0,73.0,48.0,88.0,89.0,67.0,29.0
1672,3rd,CSEAI,Fail,21.0,8.0,11.0,0.0,11.0,19.0,21.0,12.0,22.0,1.0,14.0,2.0,16.0,24.0,0.0,12.0,15.0,3.0,4.0,10.0,46.0,38.0,12.0,38.0,45.0,42.0,15.0,58.0,8.0,3.0,14.0,91.0,11.0,43.0,35.0,55.0,0.0
1673,3rd,CSEIOT,Pass,23.0,19.0,0.0,29.0,28.0,27.0,0.0,24.0,3.0,9.0,26.0,10.0,8.0,26.0,25.0,20.0,10.0,15.0,4.0,16.0,32.0,21.0,49.0,21.0,48.0,27.0,12.0,29.0,74.0,10.0,15.0,2.0,97.0,99.0,16.0,34.0,27.0
1674,3rd,CSBS,Pass,22.0,6.0,6.0,18.0,10.0,22.0,20.0,27.0,27.0,19.0,,28.0,54.0,30.0,13.0,26.0,4.0,16.0,14.0,12.0,17.0,19.0,24.0,15.0,3.0,1.0,28.0,24.0,35.0,64.0,96.0,12.0,16.0,40.0,32.0,99.0,25.0
1675,3rd,CSEIOTCSBT,Pass,20.0,20.0,10.0,4.0,30.0,6.0,,27.0,22.0,10.0,1.0,23.0,8.0,21.0,11.0,23.0,10.0,21.0,0.0,24.0,23.0,32.0,47.0,31.0,10.0,30.0,10.0,68.0,44.0,41.0,19.0,46.0,31.0,19.0,89.0,96.0,60.0
1676,3rd,CSEIOT,Pass,27.0,0.0,8.0,2.0,3.0,24.0,21.0,27.0,12.0,4.0,28.0,24.0,10.0,18.0,0.0,29.0,12.0,26.0,23.0,3.0,25.0,45.0,21.0,2.0,6.0,42.0,43.0,43.0,82.0,90.0,20.0,5.0,75.0,72.0,33.0,52.0,46.0
1677,3rd,CSEAI,Fail,12.0,12.0,23.0,2.0,5.0,1.0,6.0,13.0,2.0,9.0,24.0,20.0,9.0,11.0,1.0,4.0,30.0,15.0,16.0,30.0,43.0,0.0,21.0,48.0,19.0,47.0,23.0,41.0,6.0,63.0,12.0,40.0,96.0,33.0,11.0,43.0,36.0
1678,3rd,CSEIOT,Pass,22.0,3.0,25.0,3.0,30.0,5.0,4.0,0.0,24.0,19.0,11.0,13.0,22.0,21.0,29.0,22.0,,8.0,24.0,1.0,17.0,39.0,13.0,26.0,40.0,12.0,37.0,75.0,13.0,33.0,9.0,78.0,42.0,68.0,62.0,21.0,96.0
1679,3rd,CSBS,Pass,29.0,12.0,26.0,24.0,16.0,5.0,2.0,7.0,27.0,9.0,29.0,25.0,9.0,5.0,29.0,20.0,21.0,10.0,1.0,27.0,29.0,14.0,20.0,15.0,21.0,35.0,22.0,91.0,114.0,22.0,46.0,48.0,62.0,87.0,65.0,64.0,68.0
1680,3rd,CSBS,Pass,21.0,27.0,9.0,7.0,12.0,9.0,2.0,29.0,27.0,30.0,7.0,,24.0,4.0,10.0,20.0,25.0,28.0,0.0,21.0,0.0,44.0,39.0,36.0,4.0,4.0,22.0,7.0,40.0,20.0,85.0,14.0,13.0,50.0,65.0,95.0,94.0
1681,3rd,CSEIOTCSBT,Pass,19.0,8.0,3.0,19.0,3.0,0.0,18.0,29.0,16.0,10.0,8.0,15.0,15.0,2.0,18.0,6.0,12.0,23.0,18.0,26.0,43.0,0.0,16.0,38.0,27.0,17.0,42.0,33.0,75.0,98.0,35.0,97.0,38.0,92.0,9.0,88.0,0.0
1682,3rd,CSEIOTCSBT,Fail,7.0,11.0,8.0,11.0,0.0,10.0,8.0,0.0,29.0,26.0,,17.0,11.0,29.0,10.0,23.0,25.0,24.0,21.0,27.0,8.0,12.0,45.0,14.0,39.0,13.0,7.0,16.0,10.0,35.0,78.0,52.0,4.0,56.0,24.0,54.0,80.0
1683,3rd,CSE,Pass,25.0,4.0,0.0,26.0,27.0,11.0,22.0,5.0,29.0,26.0,0.0,29.0,5.0,11.0,16.0,1.0,,11.0,11.0,5.0,38.0,21.0,16.0,11.0,47.0,30.0,27.0,14.0,65.0,85.0,12.0,49.0,30.0,77.0,40.0,24.0,94.0
